city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
Other,0.794,Male,0,none,Graduate,STEM,5-9,5000-9999,Pvt Ltd,1,160,0.0
Other,0.878,Male,0,part-time,Graduate,STEM,>=10,10-49,Early Stage Startup,1,25,0.0
Other,0.516,Male,1,none,Graduate,STEM,5-9,<10,Early Stage Startup,1,11,0.0
Other,0.878,Male,1,none,High School,STEM,0-2,100-500,Pvt Ltd,1,29,0.0
Other,0.698,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,23,0.0
Other,0.727,Male,1,none,Graduate,STEM,>=10,10-49,Pvt Ltd,2,113,0.0
city_73,0.754,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,2,56,0.0
city_104,0.924,Male,0,full-time,Graduate,STEM,0-2,50-99,Pvt Ltd,1,39,1.0
city_103,0.92,Male,0,none,Graduate,STEM,0-2,1000-4999,Pvt Ltd,1,20,0.0
city_160,0.92,Male,1,full-time,Graduate,STEM,>=10,>10000,Pvt Ltd,1,40,0.0
city_103,0.92,Male,1,none,Masters,STEM,>=10,<10,Pvt Ltd,>4,56,0.0
Other,0.555,Male,0,full-time,Graduate,STEM,3-4,50-99,Pvt Ltd,1,106,0.0
city_114,0.926,Male,1,part-time,Graduate,STEM,>=10,500-999,Pvt Ltd,2,64,0.0
city_73,0.754,Male,1,none,Graduate,STEM,5-9,>10000,Pvt Ltd,1,51,0.0
city_67,0.855,Female,1,full-time,Graduate,STEM,5-9,1000-4999,Pvt Ltd,2,41,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,>4,150,0.0
Other,0.579,Male,1,none,Graduate,STEM,3-4,10-49,Pvt Ltd,1,320,0.0
city_136,0.897,Male,1,none,Masters,STEM,5-9,50-99,Pvt Ltd,never,20,0.0
city_21,0.624,Male,0,full-time,Graduate,STEM,3-4,1000-4999,Pvt Ltd,1,9,1.0
city_102,0.804,Male,1,full-time,Graduate,STEM,5-9,5000-9999,Pvt Ltd,1,74,0.0
city_21,0.624,Male,1,none,Masters,STEM,3-4,50-99,Public Sector,1,129,1.0
city_67,0.855,Female,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,1,42,0.0
Other,0.913,Male,0,none,High School,STEM,0-2,100-500,Pvt Ltd,never,58,0.0
city_103,0.92,Male,0,full-time,High School,STEM,3-4,50-99,Pvt Ltd,1,126,1.0
city_103,0.92,Male,0,none,High School,STEM,3-4,50-99,Pvt Ltd,1,45,1.0
Other,0.923,Male,1,none,Graduate,STEM,>=10,10-49,Pvt Ltd,>4,166,0.0
Other,0.913,Male,1,none,Graduate,STEM,0-2,50-99,Pvt Ltd,1,110,0.0
city_103,0.92,Male,1,full-time,Graduate,STEM,>=10,50-99,Pvt Ltd,1,37,0.0
city_102,0.804,Female,1,part-time,Graduate,STEM,0-2,50-99,Pvt Ltd,1,95,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,29,1.0
city_114,0.926,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,>4,31,0.0
Other,0.743,Male,0,full-time,Masters,STEM,>=10,50-99,Pvt Ltd,>4,97,0.0
city_114,0.926,Male,0,none,Primary School,STEM,3-4,50-99,Pvt Ltd,never,16,0.0
city_103,0.92,Male,0,none,Primary School,STEM,3-4,50-99,Pvt Ltd,never,14,0.0
city_102,0.804,Male,1,none,Phd,STEM,>=10,100-500,Pvt Ltd,>4,206,0.0
city_103,0.92,Female,1,none,Graduate,STEM,0-2,10-49,Funded Startup,1,204,0.0
city_103,0.92,Male,1,none,Masters,STEM,>=10,>10000,Pvt Ltd,2,116,0.0
city_102,0.804,Male,1,none,Masters,STEM,>=10,100-500,Pvt Ltd,4,161,0.0
city_160,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,25,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,500-999,Pvt Ltd,>4,94,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,>10000,Pvt Ltd,>4,16,0.0
Other,0.698,Male,1,full-time,Masters,STEM,>=10,50-99,Pvt Ltd,1,100,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,>10000,Pvt Ltd,never,107,0.0
Other,0.769,Male,1,part-time,Masters,STEM,>=10,50-99,Pvt Ltd,1,17,0.0
city_16,0.91,Male,1,none,Graduate,STEM,>=10,<10,Pvt Ltd,1,140,0.0
city_75,0.939,Male,1,none,Graduate,Humanities,3-4,>10000,Pvt Ltd,2,75,0.0
city_75,0.939,Male,1,none,High School,STEM,5-9,50-99,Pvt Ltd,1,59,0.0
Other,0.899,Male,1,none,High School,STEM,5-9,50-99,Pvt Ltd,1,146,0.0
Other,0.865,Male,0,none,Graduate,STEM,3-4,50-99,Pvt Ltd,never,302,0.0
city_67,0.855,Female,1,none,Masters,STEM,5-9,100-500,Pvt Ltd,2,42,1.0
city_103,0.92,Male,1,none,Graduate,No Major,>=10,50-99,Pvt Ltd,1,131,0.0
Other,0.698,Male,1,part-time,High School,STEM,5-9,50-99,Pvt Ltd,4,74,0.0
city_16,0.91,Female,1,none,Graduate,STEM,5-9,>10000,Pvt Ltd,1,22,0.0
city_102,0.804,Male,0,none,Graduate,STEM,3-4,50-99,Pvt Ltd,never,53,1.0
Other,0.913,Male,1,none,Masters,STEM,>=10,500-999,Pvt Ltd,>4,143,0.0
city_67,0.855,Female,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,2,72,0.0
city_103,0.92,Male,1,none,High School,STEM,>=10,500-999,Pvt Ltd,1,7,0.0
city_136,0.897,Male,0,full-time,Graduate,STEM,3-4,50-99,Early Stage Startup,1,182,0.0
Other,0.915,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,4,50,0.0
city_100,0.887,Male,1,none,High School,STEM,0-2,50-99,Public Sector,1,82,0.0
city_16,0.91,Male,1,none,Graduate,STEM,0-2,>10000,Pvt Ltd,1,58,0.0
city_104,0.924,Male,1,none,Graduate,STEM,5-9,10-49,Pvt Ltd,1,94,0.0
city_21,0.624,Male,1,none,Graduate,STEM,3-4,<10,Pvt Ltd,2,60,1.0
Other,0.802,Male,1,full-time,Masters,STEM,5-9,100-500,Pvt Ltd,4,124,0.0
Other,0.6890000000000001,Male,0,none,Primary School,STEM,0-2,50-99,Pvt Ltd,2,46,0.0
Other,0.698,Male,0,full-time,Masters,STEM,3-4,50-99,NGO,2,57,1.0
city_160,0.92,Female,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,17,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,5000-9999,Pvt Ltd,>4,101,0.0
Other,0.698,Male,0,none,Primary School,STEM,3-4,50-99,Pvt Ltd,never,31,0.0
city_136,0.897,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,36,0.0
Other,0.893,Male,1,part-time,Graduate,STEM,>=10,50-99,Pvt Ltd,4,198,0.0
city_16,0.91,Male,0,none,Masters,STEM,5-9,>10000,Pvt Ltd,never,31,0.0
city_11,0.55,Male,1,none,Masters,STEM,5-9,50-99,Pvt Ltd,1,12,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Funded Startup,1,31,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,26,1.0
city_103,0.92,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,55,0.0
city_21,0.624,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,8,1.0
city_16,0.91,Male,1,none,High School,STEM,>=10,100-500,Pvt Ltd,>4,38,0.0
Other,0.899,Male,1,none,Graduate,Humanities,>=10,50-99,Pvt Ltd,2,8,0.0
Other,0.878,Male,1,none,Masters,STEM,>=10,1000-4999,Pvt Ltd,3,32,1.0
Other,0.7759999999999999,Male,1,part-time,Graduate,STEM,>=10,100-500,Funded Startup,>4,51,0.0
city_102,0.804,Male,1,full-time,Graduate,STEM,5-9,5000-9999,Pvt Ltd,2,22,0.0
city_114,0.926,Male,1,full-time,High School,STEM,5-9,50-99,Pvt Ltd,1,17,0.0
city_16,0.91,Male,0,none,Graduate,STEM,3-4,50-99,Pvt Ltd,never,24,0.0
Other,0.899,Male,1,none,Graduate,STEM,5-9,10-49,Funded Startup,1,19,0.0
city_21,0.624,Male,1,full-time,Masters,STEM,5-9,50-99,Pvt Ltd,2,46,1.0
city_16,0.91,Female,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,15,0.0
city_160,0.92,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,>4,23,1.0
Other,0.893,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,>4,38,0.0
city_21,0.624,Male,0,full-time,Masters,STEM,3-4,50-99,Pvt Ltd,never,46,1.0
city_102,0.804,Male,0,full-time,Graduate,Business Degree,0-2,50-99,Pvt Ltd,never,214,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,1000-4999,Public Sector,>4,52,0.0
city_103,0.92,Female,0,none,Graduate,STEM,0-2,50-99,Pvt Ltd,never,22,1.0
city_114,0.926,Male,1,none,Masters,STEM,>=10,100-500,Pvt Ltd,2,65,0.0
city_160,0.92,Male,1,full-time,Graduate,No Major,>=10,50-99,Pvt Ltd,1,64,0.0
city_103,0.92,Male,1,none,Graduate,STEM,5-9,5000-9999,Pvt Ltd,4,86,0.0
city_100,0.887,Male,0,full-time,Graduate,STEM,3-4,50-99,Pvt Ltd,1,52,1.0
city_136,0.897,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,>4,21,0.0
city_114,0.926,Male,0,none,Graduate,STEM,3-4,1000-4999,Public Sector,1,86,0.0
city_136,0.897,Male,0,full-time,Masters,STEM,5-9,50-99,Pvt Ltd,4,288,1.0
city_16,0.91,Male,1,none,Masters,STEM,>=10,100-500,Pvt Ltd,>4,53,0.0
city_75,0.939,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,60,0.0
city_16,0.91,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,>4,178,0.0
city_75,0.939,Male,1,none,Phd,STEM,>=10,50-99,Pvt Ltd,2,166,0.0
city_104,0.924,Male,1,none,Phd,Humanities,>=10,50-99,Pvt Ltd,1,62,0.0
city_21,0.624,Male,1,full-time,Graduate,STEM,5-9,>10000,Pvt Ltd,1,35,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,>4,106,0.0
Other,0.836,Male,0,none,Graduate,STEM,5-9,<10,Pvt Ltd,never,58,0.0
Other,0.698,Male,1,full-time,Masters,STEM,>=10,50-99,Pvt Ltd,1,44,1.0
city_16,0.91,Male,1,none,Masters,STEM,5-9,50-99,Funded Startup,1,72,0.0
city_103,0.92,Male,1,none,High School,STEM,>=10,>10000,Pvt Ltd,1,80,0.0
city_75,0.939,Male,1,none,Masters,STEM,>=10,5000-9999,NGO,2,166,0.0
Other,0.895,Male,1,none,Masters,STEM,>=10,100-500,Pvt Ltd,1,25,0.0
city_103,0.92,Male,1,none,Graduate,Business Degree,>=10,>10000,Pvt Ltd,never,109,0.0
city_71,0.884,Male,1,none,Graduate,STEM,0-2,<10,Early Stage Startup,1,37,0.0
city_11,0.55,Male,0,full-time,Graduate,STEM,3-4,50-99,Pvt Ltd,never,55,1.0
city_103,0.92,Male,0,none,Graduate,STEM,3-4,50-99,Pvt Ltd,never,32,0.0
Other,0.89,Male,0,none,Graduate,STEM,5-9,50-99,Pvt Ltd,3,51,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Funded Startup,1,84,0.0
city_114,0.926,Male,1,none,Graduate,STEM,>=10,500-999,NGO,1,72,0.0
city_100,0.887,Male,1,none,High School,STEM,>=10,100-500,Pvt Ltd,1,47,0.0
city_67,0.855,Male,0,full-time,Graduate,STEM,>=10,50-99,Pvt Ltd,4,47,0.0
city_73,0.754,Male,1,none,High School,STEM,5-9,<10,Funded Startup,2,20,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,198,1.0
city_103,0.92,Male,0,none,Graduate,Other,0-2,1000-4999,Public Sector,1,64,0.0
Other,0.8959999999999999,Male,1,none,Masters,STEM,>=10,>10000,Pvt Ltd,>4,23,1.0
city_71,0.884,Male,0,full-time,Masters,STEM,>=10,100-500,Public Sector,3,96,0.0
city_21,0.624,Male,0,none,High School,STEM,0-2,50-99,Pvt Ltd,never,306,0.0
city_73,0.754,Male,1,none,Graduate,STEM,5-9,<10,NGO,1,8,0.0
Other,0.762,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,1,48,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,10-49,Pvt Ltd,1,98,1.0
city_114,0.926,Male,0,none,Phd,STEM,5-9,500-999,NGO,never,46,0.0
city_103,0.92,Male,0,full-time,Graduate,STEM,0-2,50-99,Pvt Ltd,1,53,1.0
city_103,0.92,Male,1,none,Graduate,Arts,>=10,<10,Pvt Ltd,1,102,0.0
city_160,0.92,Male,0,full-time,Graduate,STEM,3-4,50-99,Pvt Ltd,1,76,0.0
city_103,0.92,Male,0,none,Primary School,STEM,0-2,50-99,Pvt Ltd,never,43,0.0
city_103,0.92,Male,0,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,32,0.0
city_67,0.855,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,54,0.0
Other,0.767,Male,1,full-time,Masters,STEM,5-9,10-49,Pvt Ltd,1,7,0.0
city_71,0.884,Female,1,none,Masters,STEM,3-4,50-99,Pvt Ltd,2,322,1.0
Other,0.847,Male,1,none,Graduate,STEM,>=10,500-999,Pvt Ltd,never,96,0.0
city_160,0.92,Female,1,full-time,Graduate,STEM,3-4,5000-9999,Pvt Ltd,1,7,0.0
city_16,0.91,Male,1,none,Graduate,STEM,>=10,10-49,Pvt Ltd,1,53,0.0
city_67,0.855,Male,1,none,Graduate,STEM,>=10,10-49,Funded Startup,1,161,0.0
city_136,0.897,Male,0,none,Masters,STEM,5-9,10-49,Pvt Ltd,1,11,0.0
Other,0.8270000000000001,Male,1,none,Graduate,STEM,5-9,100-500,Public Sector,2,6,0.0
city_21,0.624,Male,0,full-time,Graduate,STEM,0-2,50-99,Pvt Ltd,1,72,1.0
Other,0.794,Female,1,none,Masters,Humanities,5-9,50-99,Pvt Ltd,1,182,0.0
city_75,0.939,Male,1,none,Graduate,STEM,>=10,5000-9999,Pvt Ltd,>4,67,0.0
Other,0.527,Female,0,none,Graduate,STEM,0-2,50-99,Pvt Ltd,1,50,0.0
city_71,0.884,Female,0,part-time,Graduate,STEM,5-9,100-500,Pvt Ltd,1,16,0.0
city_16,0.91,Male,1,none,Graduate,STEM,>=10,>10000,Pvt Ltd,>4,38,0.0
city_103,0.92,Other,1,none,Graduate,Arts,5-9,10-49,Early Stage Startup,1,98,0.0
Other,0.698,Male,0,part-time,Graduate,STEM,3-4,50-99,Pvt Ltd,2,7,1.0
city_160,0.92,Male,0,full-time,Graduate,STEM,0-2,50-99,Pvt Ltd,1,88,0.0
city_71,0.884,Male,1,none,Masters,STEM,3-4,100-500,Pvt Ltd,2,112,0.0
Other,0.7659999999999999,Other,1,full-time,Graduate,STEM,>=10,5000-9999,Pvt Ltd,never,30,1.0
Other,0.738,Male,1,none,Graduate,STEM,5-9,50-99,Funded Startup,1,9,0.0
city_67,0.855,Other,0,full-time,High School,STEM,3-4,>10000,Pvt Ltd,1,36,0.0
city_16,0.91,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,4,24,0.0
city_103,0.92,Male,1,none,Masters,Humanities,0-2,>10000,NGO,1,28,0.0
Other,0.878,Male,1,part-time,Graduate,STEM,>=10,50-99,Public Sector,1,166,0.0
city_21,0.624,Male,1,full-time,Masters,STEM,>=10,50-99,Pvt Ltd,2,61,1.0
Other,0.762,Male,1,none,Graduate,STEM,>=10,50-99,Public Sector,3,24,0.0
city_16,0.91,Male,0,full-time,Graduate,STEM,>=10,50-99,Pvt Ltd,1,8,1.0
Other,0.903,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,133,0.0
city_67,0.855,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,143,0.0
Other,0.878,Male,1,none,Graduate,STEM,>=10,10-49,Pvt Ltd,>4,29,0.0
city_103,0.92,Male,1,none,Graduate,STEM,5-9,>10000,Pvt Ltd,1,53,0.0
city_103,0.92,Male,1,none,Graduate,STEM,5-9,>10000,Public Sector,>4,11,1.0
city_21,0.624,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,1,7,0.0
Other,0.762,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,>4,87,0.0
city_103,0.92,Male,1,none,Graduate,STEM,5-9,10-49,Funded Startup,1,18,0.0
Other,0.8270000000000001,Male,1,none,Graduate,Arts,5-9,1000-4999,Pvt Ltd,1,76,1.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,>10000,Pvt Ltd,1,114,0.0
city_103,0.92,Male,0,full-time,High School,STEM,5-9,50-99,Pvt Ltd,1,56,0.0
city_16,0.91,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,>4,30,0.0
Other,0.923,Male,1,none,Graduate,STEM,>=10,500-999,Pvt Ltd,>4,80,0.0
Other,0.7759999999999999,Male,1,full-time,Graduate,STEM,>=10,1000-4999,Pvt Ltd,never,52,0.0
city_21,0.624,Female,1,none,Graduate,STEM,0-2,50-99,Pvt Ltd,1,13,0.0
Other,0.767,Male,1,none,Graduate,STEM,3-4,100-500,Public Sector,never,42,0.0
Other,0.767,Male,1,part-time,Masters,STEM,5-9,50-99,Pvt Ltd,1,56,1.0
city_21,0.624,Male,0,none,Primary School,STEM,0-2,50-99,Pvt Ltd,never,12,1.0
Other,0.836,Male,1,none,Masters,Humanities,0-2,100-500,Pvt Ltd,1,36,0.0
city_114,0.926,Male,1,none,Masters,STEM,>=10,1000-4999,Pvt Ltd,>4,67,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,13,1.0
city_103,0.92,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,100,0.0
city_16,0.91,Male,1,none,Phd,STEM,>=10,>10000,Pvt Ltd,1,58,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,100-500,Pvt Ltd,1,18,1.0
city_21,0.624,Male,1,none,Masters,STEM,0-2,>10000,Pvt Ltd,2,90,1.0
Other,0.64,Male,0,none,Masters,STEM,5-9,>10000,Pvt Ltd,1,59,0.0
city_102,0.804,Male,1,none,Masters,STEM,0-2,>10000,Pvt Ltd,2,35,0.0
Other,0.802,Male,1,full-time,Graduate,STEM,0-2,>10000,Pvt Ltd,2,11,0.0
city_21,0.624,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,2,15,1.0
city_103,0.92,Male,1,none,Graduate,Other,>=10,50-99,Pvt Ltd,>4,206,0.0
Other,0.647,Male,1,none,Masters,STEM,5-9,50-99,Pvt Ltd,1,130,0.0
city_103,0.92,Male,0,none,Graduate,STEM,0-2,50-99,Pvt Ltd,never,30,0.0
Other,0.939,Male,1,none,Masters,STEM,>=10,>10000,Pvt Ltd,>4,88,0.0
city_21,0.624,Male,0,none,Masters,Business Degree,0-2,>10000,Pvt Ltd,1,18,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,10-49,Pvt Ltd,1,41,0.0
city_114,0.926,Male,1,part-time,Masters,STEM,>=10,>10000,Pvt Ltd,2,16,0.0
city_104,0.924,Male,1,none,Graduate,STEM,>=10,1000-4999,Pvt Ltd,>4,95,0.0
city_21,0.624,Male,0,none,Graduate,STEM,5-9,50-99,Public Sector,1,53,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,220,1.0
city_67,0.855,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,2,21,0.0
Other,0.795,Male,1,none,Masters,STEM,>=10,100-500,Public Sector,>4,94,0.0
city_103,0.92,Male,1,none,Graduate,No Major,>=10,10-49,Pvt Ltd,3,20,0.0
Other,0.5579999999999999,Male,0,none,Graduate,STEM,5-9,50-99,Pvt Ltd,never,47,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,2,60,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,>10000,Pvt Ltd,4,78,1.0
city_103,0.92,Male,0,none,Graduate,STEM,3-4,>10000,Public Sector,1,5,0.0
Other,0.794,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,20,0.0
city_75,0.939,Male,1,none,Graduate,STEM,>=10,>10000,Pvt Ltd,3,2,0.0
Other,0.794,Female,1,full-time,Graduate,STEM,5-9,100-500,Pvt Ltd,>4,206,0.0
city_67,0.855,Male,0,none,High School,STEM,>=10,50-99,Pvt Ltd,1,90,0.0
Other,0.682,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,3,25,0.0
city_21,0.624,Male,1,full-time,Graduate,STEM,5-9,10-49,Pvt Ltd,1,8,1.0
city_114,0.926,Male,1,none,Graduate,STEM,5-9,500-999,Pvt Ltd,2,22,0.0
city_103,0.92,Male,1,none,Graduate,Humanities,>=10,100-500,Pvt Ltd,>4,90,0.0
city_16,0.91,Male,1,none,Graduate,STEM,5-9,<10,Early Stage Startup,1,56,0.0
city_103,0.92,Male,1,full-time,High School,STEM,>=10,50-99,Pvt Ltd,2,81,1.0
city_114,0.926,Male,1,none,Graduate,STEM,5-9,<10,Pvt Ltd,1,120,0.0
city_21,0.624,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,never,18,1.0
city_100,0.887,Male,1,none,High School,STEM,>=10,50-99,Pvt Ltd,never,19,0.0
Other,0.802,Male,1,full-time,Graduate,STEM,5-9,5000-9999,Pvt Ltd,2,314,0.0
city_75,0.939,Male,0,none,Graduate,STEM,>=10,50-99,Pvt Ltd,2,15,0.0
city_16,0.91,Male,0,full-time,Graduate,STEM,0-2,50-99,Pvt Ltd,never,10,0.0
city_73,0.754,Male,1,part-time,Graduate,STEM,3-4,50-99,Pvt Ltd,>4,39,0.0
city_21,0.624,Male,1,none,Masters,STEM,5-9,50-99,Pvt Ltd,1,25,1.0
Other,0.5579999999999999,Male,0,none,Graduate,STEM,0-2,<10,Early Stage Startup,1,146,1.0
city_21,0.624,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,1,26,0.0
Other,0.7959999999999999,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,>4,25,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,50,1.0
city_103,0.92,Male,1,none,Graduate,STEM,5-9,>10000,Pvt Ltd,>4,30,0.0
Other,0.698,Male,1,none,Graduate,STEM,>=10,>10000,Pvt Ltd,4,39,0.0
city_21,0.624,Male,0,full-time,High School,STEM,0-2,50-99,Pvt Ltd,never,56,1.0
city_21,0.624,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,1,82,1.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,>10000,Pvt Ltd,2,32,0.0
city_16,0.91,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,43,1.0
city_11,0.55,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,>4,15,1.0
Other,0.74,Male,0,none,Graduate,STEM,3-4,50-99,Pvt Ltd,1,21,1.0
city_67,0.855,Male,1,none,Graduate,Humanities,5-9,>10000,Pvt Ltd,2,226,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,60,0.0
Other,0.579,Male,1,none,Graduate,STEM,0-2,50-99,Pvt Ltd,1,9,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,50,0.0
city_73,0.754,Male,0,part-time,High School,STEM,3-4,1000-4999,Pvt Ltd,1,280,1.0
city_16,0.91,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,2,91,0.0
city_21,0.624,Male,1,none,Masters,STEM,5-9,100-500,Pvt Ltd,1,15,1.0
city_103,0.92,Male,1,full-time,Graduate,STEM,5-9,100-500,Pvt Ltd,2,14,0.0
city_16,0.91,Male,1,none,Graduate,STEM,>=10,500-999,Pvt Ltd,1,74,0.0
city_21,0.624,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,2,43,1.0
city_114,0.926,Male,1,none,Masters,STEM,>=10,500-999,Pvt Ltd,1,52,0.0
city_75,0.939,Male,0,none,Graduate,STEM,0-2,50-99,Pvt Ltd,1,75,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,100-500,Pvt Ltd,1,54,1.0
city_73,0.754,Male,0,part-time,Graduate,STEM,5-9,<10,Early Stage Startup,1,50,0.0
Other,0.698,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,never,100,0.0
Other,0.895,Male,1,none,Masters,STEM,>=10,<10,Early Stage Startup,1,42,0.0
city_16,0.91,Male,1,none,Phd,STEM,>=10,100-500,Pvt Ltd,4,11,0.0
city_16,0.91,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,2,74,0.0
Other,0.802,Male,1,full-time,High School,STEM,5-9,50-99,Pvt Ltd,1,17,0.0
Other,0.89,Male,1,full-time,Graduate,STEM,5-9,50-99,Pvt Ltd,>4,90,0.0
city_67,0.855,Male,0,none,Masters,STEM,>=10,100-500,Pvt Ltd,2,234,0.0
city_21,0.624,Male,0,none,Graduate,STEM,3-4,500-999,Pvt Ltd,3,11,1.0
city_104,0.924,Male,1,none,Masters,Humanities,5-9,<10,Pvt Ltd,1,163,0.0
city_16,0.91,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,4,9,0.0
city_67,0.855,Male,0,none,Graduate,Other,5-9,50-99,Pvt Ltd,never,36,0.0
Other,0.8270000000000001,Male,1,full-time,Graduate,STEM,5-9,10-49,Public Sector,1,6,0.0
city_75,0.939,Male,1,none,Graduate,STEM,>=10,1000-4999,Pvt Ltd,>4,72,0.0
city_114,0.926,Male,1,part-time,Graduate,STEM,>=10,100-500,NGO,3,84,0.0
Other,0.698,Male,1,none,Graduate,STEM,>=10,50-99,Public Sector,>4,24,0.0
Other,0.913,Male,1,none,High School,STEM,>=10,10-49,Pvt Ltd,1,77,0.0
city_103,0.92,Male,1,none,Graduate,Other,>=10,>10000,Pvt Ltd,>4,56,0.0
city_102,0.804,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,22,0.0
city_103,0.92,Male,1,none,Graduate,Humanities,>=10,50-99,Funded Startup,2,8,0.0
Other,0.865,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,>4,8,0.0
city_103,0.92,Male,0,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,55,0.0
city_21,0.624,Male,1,full-time,Graduate,STEM,5-9,100-500,Pvt Ltd,1,74,1.0
city_21,0.624,Male,0,full-time,Masters,STEM,3-4,50-99,Pvt Ltd,1,57,1.0
city_21,0.624,Male,1,full-time,Graduate,STEM,0-2,<10,Pvt Ltd,1,36,0.0
city_103,0.92,Male,0,none,Graduate,STEM,0-2,50-99,Pvt Ltd,never,146,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,>4,151,0.0
city_21,0.624,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,4,0.0
Other,0.743,Male,1,none,Masters,Other,0-2,100-500,Pvt Ltd,2,102,0.0
city_114,0.926,Male,1,none,Graduate,STEM,5-9,>10000,Pvt Ltd,3,29,0.0
